PlayerName,G,AB,H,2B,3B,HR,R,RBI,BB,SO,SB,AVG,K%,ADP,id
Bubba Thompson,57,199,45,9,1,3,25,15,10,63,13,0.228,0.295,373.99,22261
Gavin Sheets,85,284,68,13,1,11,34,37,22,65,0,0.241,0.21,530.58,19901
P.J. Higgins,21,65,15,3,0,1,7,7,6,17,0,0.236,0.236,734.39,18433
Oscar Colas,109,410,96,17,2,13,46,49,26,118,2,0.233,0.266,999,sa3018099
Gabriel Arias,43,158,38,7,0,4,18,18,11,45,1,0.244,0.262,711.43,22563
RenÃ© Pinto,11,38,8,2,0,1,4,4,2,13,0,0.212,0.31,999,19859
Austin Wynns,24,64,15,2,0,1,7,6,5,15,0,0.235,0.208,750.98,15271
Mark Mathias,19,60,14,3,0,1,7,7,6,17,1,0.231,0.253,749.71,18032
Joey Meneses,134,526,132,24,1,18,58,69,35,134,0,0.25,0.235,202.97,14366
Nick Solak,42,140,35,6,0,4,18,16,11,33,3,0.252,0.213,728.25,19294
Travis Swaggerty,25,90,20,4,0,2,10,9,8,27,2,0.224,0.269,741.5,24491
Jake Burger,54,194,46,9,1,7,23,25,13,56,0,0.237,0.264,591.43,22275
Andrelton Simmons,38,124,29,5,0,1,13,11,8,22,2,0.235,0.163,999,10847
Yonny Hernandez,18,59,14,2,0,0,8,4,6,12,4,0.235,0.185,750.37,19432
Diego Castillo,26,73,18,4,0,2,8,9,5,16,1,0.244,0.205,660.53,19906
Jordan Westburg,21,74,17,3,0,2,8,8,6,23,1,0.232,0.276,999,sa3014499
Edouard Julien,13,45,10,2,0,1,6,4,6,16,1,0.231,0.307,999,sa3014445
Kevin Smith,42,145,30,7,1,3,14,14,10,49,3,0.204,0.311,727.74,20242
Trevor Larnach,77,265,61,13,1,7,31,30,26,91,1,0.229,0.305,597.38,21501
Zack Collins,15,47,9,2,0,1,5,6,6,17,0,0.199,0.316,999,19181
Raimel Tapia,36,130,34,7,1,1,16,12,8,24,5,0.26,0.174,672.84,14350
Garrett Hampson,30,98,22,4,1,2,12,9,8,28,5,0.224,0.262,704.25,19262
Luis GonzÃ¡lez,28,94,22,5,0,2,12,9,9,23,3,0.235,0.224,746.49,20332
Gilberto Celestino,33,106,26,5,0,1,12,10,9,25,2,0.244,0.213,750.44,20233
Willi Castro,19,66,16,3,0,1,8,7,3,16,2,0.25,0.223,747.17,17338
Franmil Reyes,68,250,60,11,1,11,31,36,21,81,2,0.239,0.293,479.72,14566
Brendan Rodgers,9,32,9,2,0,1,4,4,2,6,0,0.284,0.177,560.74,17907
Kyle Garlick,38,91,21,4,0,4,11,12,6,31,0,0.226,0.312,750.08,18063
Miguel SanÃ³,52,179,38,8,0,9,24,27,20,71,1,0.213,0.353,731.14,12164
JosÃ© Azocar,40,129,31,5,1,1,15,11,6,33,5,0.243,0.242,746.99,18821
Kyle Lewis,69,254,59,11,0,9,30,34,24,79,1,0.233,0.279,583.74,19508
Tim Locastro,18,45,10,2,0,1,6,4,3,11,2,0.223,0.219,743.01,15124
Romy Gonzalez,40,141,31,6,0,4,17,15,9,48,3,0.222,0.315,742.49,21562
Ryan McKenna,32,86,20,4,0,2,10,8,8,29,2,0.23,0.301,999,19928
IvÃ¡n Herrera,9,27,6,1,0,1,3,3,2,7,0,0.238,0.223,748.96,20599
Andrew Knizner,51,160,35,7,0,3,17,17,14,36,0,0.222,0.201,748.91,19514
Pavin Smith,36,127,32,6,1,3,15,16,12,27,0,0.25,0.19,743.3,19892
Danny Mendick,25,80,18,3,0,2,9,8,6,20,1,0.224,0.226,750.89,18889
Samad Taylor,23,79,18,4,0,2,10,8,7,23,4,0.225,0.268,999,sa918192
Meibrys Viloria,13,32,7,1,0,1,4,4,3,10,0,0.217,0.28,999,17109
Jordan Diaz,14,50,13,3,0,1,5,6,2,9,0,0.254,0.168,687.05,22650
Kevin Pillar,22,79,19,4,0,2,9,9,4,17,1,0.237,0.199,748.92,12434
Ryan Kreidler,51,172,37,8,1,4,19,17,14,56,4,0.215,0.293,741.92,25867
Zack Short,20,59,12,3,0,1,6,6,7,19,1,0.2,0.284,999,19562
Jake Cave,59,192,44,9,1,5,22,21,15,63,2,0.229,0.297,738.95,14477
Isan DÃ­az,16,56,12,3,0,2,7,6,6,17,1,0.215,0.275,742.7,17922
Luke Voit,46,163,37,7,0,7,21,23,17,57,0,0.227,0.31,481.34,14811
Evan White,37,132,30,6,0,5,15,16,10,38,1,0.227,0.264,743.88,20078
Addison Barger,14,51,12,3,0,2,6,6,3,17,0,0.224,0.313,999,sa3006910
Taylor Trammell,31,99,21,4,0,3,12,10,10,32,3,0.21,0.286,749.46,19960
Mike Moustakas,87,304,71,15,1,10,37,38,25,72,1,0.233,0.214,511.72,4892
Carlos PÃ©rez,23,73,17,3,0,1,7,8,4,9,0,0.228,0.113,750.84,20805
Michael Chavis,20,70,17,3,0,3,8,9,4,22,1,0.236,0.292,737.71,17321
Maikel Garcia,11,36,9,2,0,0,4,3,3,8,1,0.249,0.198,543.29,22715
Sergio AlcÃ¡ntara,30,70,16,3,0,1,8,7,6,19,1,0.231,0.243,747.25,16417
Joey Ortiz,11,41,10,2,0,1,4,4,3,9,0,0.245,0.201,999,sa3009889
Rafael Ortega,19,63,14,3,0,1,8,6,7,15,2,0.225,0.207,714.14,10323
JJ Bleday,58,203,42,10,1,6,22,24,22,63,2,0.206,0.274,604.14,26368
Roman Quinn,14,42,9,2,0,1,6,4,4,15,3,0.213,0.316,750.3,13546
Seth Beer,10,30,7,2,0,1,3,4,2,7,0,0.235,0.219,999,20493
Carlos Santana,121,437,97,18,1,13,52,55,62,84,1,0.221,0.167,446.53,2396
Ronny Mauricio,11,29,7,1,0,1,3,3,1,7,1,0.242,0.24,999,sa3006887
Brayan Rocchio,10,27,7,1,0,1,3,3,2,6,1,0.248,0.2,999,sa3005898
Andrew Velazquez,29,84,17,3,0,2,11,7,5,29,5,0.207,0.323,747.08,14196
Canaan Smith-Njigba,24,77,19,4,0,2,10,8,9,21,2,0.247,0.244,742.62,23264
Richie Palacios,19,60,15,3,0,1,7,6,5,13,2,0.244,0.199,750.91,24589
Jacob Amaya,11,37,8,2,0,1,4,4,3,10,0,0.227,0.233,999,sa3005081
Yainer Diaz,35,107,27,5,0,3,12,12,5,23,0,0.255,0.203,599,23003
Andrew Knapp,17,45,9,2,0,1,5,4,4,15,0,0.205,0.292,999,14942
Johan Camargo,15,50,12,2,0,1,5,5,4,11,0,0.239,0.195,999,14950
Matt Reynolds,28,77,18,4,0,1,8,7,7,23,1,0.229,0.272,749.86,13788
Willie MacIver,8,26,6,1,0,1,3,3,2,8,0,0.229,0.271,999,sa3007828
Tyler Nevin,33,109,25,5,0,2,11,12,9,27,0,0.23,0.224,999,17893
Sean Bouchard,14,41,10,3,0,1,6,5,4,12,1,0.251,0.261,702.43,21270
Jed Lowrie,8,25,6,1,0,1,3,3,2,6,0,0.237,0.211,999,4418
Rafael Marchan,10,32,8,2,0,0,3,3,2,5,0,0.237,0.146,999,21646
Cam Gallagher,13,42,9,2,0,1,4,4,3,11,0,0.213,0.246,999,12981
George Valera,15,51,11,2,0,2,6,6,5,16,1,0.225,0.272,999,sa3006872
Bobby Dalbec,54,182,40,7,1,8,23,25,15,67,1,0.221,0.331,528.71,19966
Michael Busch,10,35,8,2,0,1,4,4,3,11,0,0.22,0.296,999,sa3011540
Yohel Pozo,9,30,7,2,0,1,3,3,1,5,0,0.241,0.144,999,18848
Niko Goodrum,17,54,12,3,0,1,7,5,5,19,2,0.217,0.32,750.76,12092
Sandy Leon,15,44,8,2,0,1,4,4,4,13,0,0.193,0.26,999,5273
Miles Mastrobuoni,7,22,6,1,0,0,3,2,2,5,0,0.253,0.207,749.46,20017
Brett Phillips,37,116,22,4,1,4,16,12,12,49,5,0.187,0.379,750,14735
Yadiel Hernandez,47,137,33,6,0,4,15,16,10,34,1,0.243,0.23,749.29,19334
Miguel Amaya,7,17,4,1,0,0,2,2,2,4,0,0.23,0.238,999,sa917354
Mario Feliciano,9,20,5,1,0,0,2,2,1,5,0,0.241,0.232,999,20263
Braden Shewmake,16,59,14,3,0,1,7,6,4,15,1,0.228,0.237,999,sa3010332
Ben Rortvedt,13,42,8,2,0,1,4,4,3,14,0,0.198,0.302,749.66,20287
Brett Wisely,8,28,6,1,0,1,3,3,2,7,1,0.231,0.241,999,sa1170003
Andre Lipcius,7,25,6,1,0,0,3,3,2,5,0,0.242,0.189,999,sa3010401
Hanser Alberto,32,107,26,5,0,1,11,10,3,16,1,0.246,0.142,748.34,11902
Payton Henry,8,22,5,1,0,0,2,2,2,8,0,0.213,0.319,999,22164
Austin Allen,6,17,4,1,0,0,2,2,1,5,0,0.218,0.273,999,18083
Eguy Rosario,10,26,6,1,0,0,3,3,2,7,1,0.235,0.233,750.79,19964
Bradley Zimmer,12,31,6,1,0,1,4,3,3,12,1,0.204,0.349,999,16221
Bryce Johnson,5,13,3,1,0,0,2,1,1,4,1,0.224,0.289,999,20002
Yu Chang,28,90,19,4,0,2,10,10,7,29,1,0.216,0.291,749.97,14773
Peyton Burdick,17,55,12,3,0,2,7,7,5,20,1,0.211,0.317,999,25459
Otto Lopez,6,19,5,1,0,0,2,2,1,4,1,0.261,0.18,745.42,19608
Jonathan Davis,9,26,6,1,0,0,3,2,3,7,1,0.212,0.249,999,15104
Alcides Escobar,26,87,21,4,0,1,9,8,4,19,1,0.238,0.204,999,6310
David Bote,11,35,8,2,0,1,4,4,3,10,0,0.223,0.27,748.72,14593
Liover Peguero,9,29,7,1,0,0,3,3,2,8,1,0.236,0.243,749.7,24273
Travis Jankowski,11,30,7,1,0,0,4,2,3,7,1,0.232,0.217,999,13768
Charles Leblanc,12,36,8,2,0,1,4,4,3,12,0,0.225,0.313,750.32,19813
Colton Welker,7,16,4,1,0,0,2,2,1,4,0,0.256,0.214,750.92,19961
Billy Hamilton,9,18,4,1,0,0,2,1,1,5,1,0.21,0.279,750.59,10199
Ehire Adrianza,23,70,16,3,0,1,8,7,6,17,1,0.225,0.222,999,8418
Jose Herrera,24,76,17,3,0,1,8,7,7,19,0,0.222,0.224,999,17040
Livan Soto,7,24,6,1,0,0,3,2,2,6,0,0.231,0.22,743.53,22471
Stephen Vogt,9,23,5,1,0,1,2,3,2,6,0,0.21,0.239,999,5000
Buddy Kennedy,6,21,5,1,0,0,2,2,2,6,0,0.245,0.241,999,22505
Dalton Guthrie,35,113,27,6,0,2,13,11,7,29,3,0.234,0.232,999,21293
Yolbert Sanchez,16,45,11,2,0,0,5,4,2,8,1,0.256,0.166,999,sa3011471
Vimael MachÃ­n,15,43,10,2,0,0,5,4,4,8,0,0.236,0.172,999,17684
Jeter Downs,12,42,8,2,0,1,5,4,3,14,1,0.2,0.306,750.22,22202
Alejo Lopez,15,36,9,2,0,0,4,4,2,5,1,0.263,0.137,999,21127
Jose Barrero,51,178,37,8,0,4,19,18,10,67,5,0.21,0.348,650.38,23378
Yairo Munoz,8,25,6,1,0,0,3,3,1,5,1,0.257,0.195,999,16313
Xavier Edwards,7,20,5,1,0,0,2,2,2,4,1,0.252,0.178,999,sa3007018
Bryan Lavastida,7,17,4,1,0,0,2,2,1,4,0,0.233,0.23,999,24765
Jackie Bradley Jr.,38,125,27,6,1,2,13,11,9,32,2,0.217,0.231,750.05,12984
Esteban Quiroz,6,13,3,1,0,0,2,1,2,3,0,0.23,0.229,999,19780
Tres Barrera,6,20,4,1,0,0,2,2,2,5,0,0.215,0.229,999,19977
Stephen Piscotty,25,70,16,3,0,2,8,8,5,21,1,0.231,0.269,749.83,13367
Justyn-Henry Malloy,13,45,11,2,0,1,5,5,4,12,0,0.237,0.25,999,sa3017073
Brad Miller,82,265,58,11,1,10,33,32,27,85,4,0.22,0.285,665.66,12775
Rhys Hoskins,3,13,3,1,0,1,2,2,2,4,0,0.232,0.249,183.68,16472
Enmanuel Valdez,7,25,6,1,0,1,3,3,2,7,0,0.229,0.243,999,sa917288
Jason Delay,27,73,15,3,0,1,7,7,4,21,0,0.21,0.263,999,19806
Cooper Hummel,34,109,23,5,1,3,13,11,13,35,2,0.212,0.285,718.71,19458
Nelson VelÃ¡zquez,39,129,28,6,1,4,16,15,11,48,3,0.217,0.336,739.83,23359
Tyler Wade,8,22,5,1,0,0,3,1,2,6,2,0.218,0.24,750.53,15730
Patrick Mazeika,5,14,3,1,0,0,1,1,1,3,0,0.217,0.173,999,18142
Jared Triolo,5,16,4,1,0,0,2,2,1,4,0,0.249,0.214,999,sa3010272
Zack Gelof,10,36,8,1,0,1,4,4,3,12,1,0.213,0.317,999,sa3017286
John Hicks,5,15,3,1,0,1,2,2,1,5,0,0.222,0.308,999,12547
Charlie Culberson,26,71,16,3,0,1,8,7,4,20,2,0.231,0.258,999,3298
Hoy Park,9,25,5,1,0,0,3,2,3,8,1,0.218,0.27,999,18027
Blake Perkins,11,35,7,2,0,1,4,3,4,11,1,0.211,0.275,999,sa874806
Andy IbÃ¡Ã±ez,19,67,15,3,0,1,7,7,4,12,1,0.232,0.166,750.1,18819
Skye Bolt,10,26,6,1,0,1,3,3,2,8,1,0.214,0.274,749.64,17723
Michael Hermosillo,5,13,3,1,0,0,2,1,1,5,0,0.21,0.317,999,16285
David Dahl,3,11,3,1,0,0,1,1,1,3,0,0.233,0.252,739.05,13744
Matthew Batten,12,27,6,1,0,0,3,2,2,8,1,0.225,0.259,999,20157
Brett Sullivan,5,16,4,1,0,0,2,2,1,3,0,0.223,0.165,999,sa857232
Alex Jackson,5,13,3,1,0,0,1,2,1,5,0,0.198,0.35,999,17276
Alex Dickerson,27,70,16,3,0,2,8,9,5,19,0,0.224,0.242,999,12649
Dom NuÃ±ez,9,22,4,1,0,1,2,2,2,7,0,0.188,0.296,999,15055
Michael Papierski,11,23,4,1,0,0,2,2,2,6,0,0.194,0.236,999,21386
Chadwick Tromp,4,12,3,1,0,0,1,1,1,3,0,0.218,0.25,750.81,16953
Tony Wolters,5,13,3,0,0,0,1,1,1,4,0,0.209,0.266,999,11470
Michael Stefanic,5,15,4,1,0,0,2,1,1,2,0,0.252,0.134,999,25353
Luke Williams,11,21,5,1,0,0,3,2,1,6,1,0.222,0.268,999,19931
Justin Dirden,11,38,8,2,0,1,4,4,3,13,0,0.214,0.316,999,sa3014986
Sheldon Neuse,7,19,4,1,0,0,2,2,1,6,0,0.23,0.276,749.17,19635
Matt Thaiss,15,46,10,2,0,1,5,5,5,12,0,0.213,0.239,739.32,19318
Chris Owings,13,39,8,2,0,1,4,4,3,13,1,0.211,0.29,999,10030
Jo Adell,31,109,24,5,1,4,14,12,7,40,2,0.221,0.338,541.92,20220
Rylan Bannon,6,21,4,1,0,1,2,2,2,6,0,0.209,0.266,999,19768
Dillon Dingler,4,11,2,0,0,0,1,1,1,4,0,0.213,0.315,999,sa3014528
DJ Stewart,15,30,6,1,0,1,4,4,4,10,0,0.2,0.283,999,17766
Freddy Fermin,10,34,8,2,0,1,3,4,2,8,0,0.227,0.206,999,21840
Wenceel Perez,3,8,2,0,0,0,1,1,1,2,0,0.246,0.181,999,sa3003326
Miguel AndÃºjar,16,59,15,3,0,1,7,7,3,10,1,0.259,0.153,721.24,15878
Kramer Robertson,12,10,2,0,0,0,1,1,1,2,0,0.215,0.22,999,20022
Ford Proctor,9,22,5,1,0,0,2,2,2,7,0,0.214,0.285,999,21634
Ceddanne Rafaela,5,20,5,1,0,0,2,2,1,5,0,0.238,0.231,999,sa3005581
Greg Allen,24,56,13,3,0,1,8,5,4,16,3,0.231,0.248,750.7,16623
Ronaldo HernÃ¡ndez,4,9,2,0,0,0,1,1,0,2,0,0.236,0.226,999,sa881850
Dustin Harris,5,15,4,1,0,0,2,2,1,4,0,0.243,0.219,999,sa3010279
Rob Brantly,3,12,3,1,0,0,1,1,1,2,0,0.224,0.192,750.75,10655
Erik GonzÃ¡lez,27,71,17,3,0,1,7,6,4,18,1,0.232,0.232,999,13369
Jason Heyward,46,153,34,6,1,3,18,16,14,34,2,0.223,0.201,621.57,4940
David Hamilton,8,28,6,1,0,0,4,2,2,7,2,0.22,0.244,999,sa3014434
Mike Tauchman,9,31,7,1,0,1,4,3,3,9,1,0.228,0.248,999,15274
Chad Wallach,5,15,3,1,0,0,1,1,1,5,0,0.189,0.309,999,17161
Jermaine Palacios,6,15,3,1,0,0,2,1,1,4,0,0.219,0.267,999,18371
Dixon Machado,5,14,3,1,0,0,1,1,1,3,0,0.219,0.204,999,11472
Joe Perez,10,16,4,1,0,0,2,2,1,5,0,0.228,0.284,999,22254
Cal Stevenson,6,18,4,1,0,0,2,1,2,5,1,0.227,0.223,999,22411
Adam Haseley,10,28,6,1,0,0,3,3,2,6,1,0.224,0.208,999,19878
Aramis Garcia,10,25,5,1,0,1,2,3,1,8,0,0.206,0.311,999,16925
Spencer Horwitz,6,18,4,1,0,0,2,2,2,4,0,0.237,0.209,999,sa1115496
Daniel Robertson,4,9,2,0,0,0,1,1,1,3,0,0.209,0.267,999,14145
Davis Wendzel,4,13,3,1,0,0,1,1,1,4,0,0.199,0.281,999,sa3011890
Drew Ellis,7,15,3,1,0,0,2,2,2,5,0,0.187,0.298,999,19873
Joe Hudson,3,9,2,0,0,0,1,1,1,3,0,0.2,0.301,999,14412
Brandon Dixon,20,71,16,3,0,2,8,9,5,24,1,0.22,0.305,750.45,15214
Abraham Almonte,2,7,1,0,0,0,1,1,1,2,0,0.214,0.254,999,5486
Brent Rooker,8,25,5,1,0,1,3,3,2,9,0,0.207,0.336,749.24,19627
Nomar Mazara,26,79,19,4,0,2,8,9,6,20,0,0.237,0.234,750.58,14553
Garrett Stubbs,32,95,20,4,0,2,11,9,10,25,2,0.213,0.23,743.34,18067
Jake Marisnick,20,52,11,3,0,2,6,6,3,17,2,0.217,0.304,999,11339
Brennen Davis,5,11,2,0,0,0,1,1,1,4,0,0.221,0.297,999,sa3007876
Tim Lopes,9,25,5,1,0,0,3,2,2,7,1,0.218,0.26,749.13,14137
Joe McCarthy,3,11,2,1,0,0,1,1,1,3,0,0.216,0.259,750.83,18399
Nelson Cruz,91,347,83,16,1,12,41,46,22,88,2,0.238,0.234,510.09,2434
Alexander Canario,4,11,2,0,0,0,1,1,1,4,0,0.22,0.305,999,sa3003316
Lewis Brinson,3,9,2,0,0,0,1,1,1,3,0,0.227,0.294,999,14352
Austin Romine,14,37,8,1,0,1,3,4,2,12,0,0.218,0.292,999,5491
Ronald GuzmÃ¡n,3,6,1,0,0,0,1,1,1,2,0,0.227,0.279,999,14388
Heliot Ramos,6,16,4,1,0,0,2,2,1,5,0,0.244,0.269,750.63,22515
Josh Lester,11,15,3,1,0,0,1,2,1,4,0,0.208,0.277,999,17737
Yolmer Sanchez,8,22,5,1,0,0,3,2,2,6,0,0.218,0.254,999,11602
Khalil Lee,9,14,3,1,0,0,2,1,1,6,0,0.203,0.362,749.47,19952
Max Schrock,7,15,4,1,0,0,2,2,1,3,0,0.238,0.174,999,17750
Kelvin GutiÃ©rrez,2,5,1,0,0,0,1,0,0,2,0,0.226,0.254,999,17468
Nathan Lukes,11,39,9,2,0,1,4,4,3,9,1,0.237,0.208,999,sa875215
Derek Hill,18,59,13,2,0,1,7,5,4,20,2,0.218,0.313,999,16947
Scott Kingery,9,28,6,1,0,1,3,3,2,10,1,0.201,0.324,722.63,17975
Anthony Bemboom,4,13,3,0,0,0,1,1,1,4,0,0.198,0.265,999,13854
Wilyer Abreu,2,6,1,0,0,0,1,1,1,2,0,0.22,0.301,999,sa3005082
Vinny Capra,7,10,2,1,0,0,1,1,1,3,0,0.23,0.222,999,25040
Aristides Aquino,21,60,12,2,0,3,7,8,5,23,1,0.209,0.346,750.87,15482
Andrew Bechtold,3,8,2,0,0,0,1,1,1,3,0,0.205,0.331,999,sa829787
Taylor Motter,6,21,4,1,0,1,2,2,2,6,0,0.198,0.255,999,12399
Ernie Clement,13,33,8,2,0,0,3,3,2,5,0,0.233,0.144,999,20352
Jason Vosler,21,55,12,2,0,2,6,7,4,16,0,0.217,0.262,999,16686
SÃ­mon Muzziotti,10,15,4,1,0,0,2,1,1,3,0,0.241,0.202,999,19553
Brenton Doyle,10,38,9,2,0,1,5,4,2,13,1,0.239,0.317,999,sa3009965
Nick Pratto,58,207,44,11,1,7,25,25,21,78,3,0.212,0.336,624.5,22117
Ronald Torreyes,2,5,1,0,0,0,1,0,0,1,0,0.232,0.13,999,11400
Mickey Moniak,21,71,15,3,0,2,8,8,4,23,1,0.217,0.293,722.75,19956
Eli White,15,50,11,2,0,1,7,5,4,17,2,0.217,0.306,748.54,19346
Dee Strange-Gordon,14,49,12,2,0,0,5,4,2,9,2,0.25,0.164,748.38,8203
Narciso Crook,5,11,2,0,0,0,1,1,1,4,0,0.219,0.327,999,17473
Erick Mejia,3,9,2,0,0,0,1,1,1,2,0,0.216,0.231,999,15817
Steven Duggar,6,16,3,1,0,0,2,2,1,6,0,0.217,0.325,999,17719
Jake Alu,41,149,36,8,1,3,16,15,9,35,2,0.242,0.218,999,sa3010009
Lawrence Butler,4,12,2,1,0,0,1,1,1,5,0,0.205,0.367,999,sa3006873
Cade Marlowe,4,15,3,1,0,0,2,1,1,5,0,0.209,0.323,999,sa1170288
Ryan Vilade,7,25,6,1,0,0,3,2,2,5,1,0.237,0.194,999,22165
Eric Sogard,2,5,1,0,0,0,1,0,0,1,0,0.236,0.166,999,7927
Daniel Palka,2,5,1,0,0,0,1,1,0,2,0,0.212,0.271,999,14897
Adeiny Hechavarria,3,8,2,0,0,0,1,1,0,2,0,0.243,0.196,999,10459
Henry Ramos,3,10,3,0,0,0,1,1,1,2,0,0.242,0.211,999,11481
Ben DeLuzio,15,20,5,1,0,0,2,2,1,6,1,0.23,0.267,999,19644
Michael Siani,20,66,15,3,0,1,8,6,5,15,3,0.224,0.215,747.5,22557
Joey Wiemer,19,68,15,3,0,2,8,8,5,22,1,0.218,0.296,999,sa3014531
Jaylin Davis,7,16,3,1,0,0,2,2,1,6,0,0.202,0.336,999,19552
Jared Young,4,11,2,0,0,0,1,1,1,3,0,0.224,0.261,999,20404
Daz Cameron,10,30,6,1,0,1,3,3,2,10,1,0.214,0.306,747.81,18353
Cole Tucker,10,36,8,2,0,1,4,3,3,10,1,0.226,0.264,999,17326
Matt Mervis,66,251,59,13,1,8,28,31,18,64,1,0.235,0.232,999,sa3015051
Dominic Fletcher,9,27,7,1,0,0,3,3,2,7,0,0.241,0.24,999,sa1115778
Estevan Florial,11,33,7,1,0,1,4,3,3,13,1,0.205,0.348,748.08,19151
Leury GarcÃ­a,51,174,42,7,1,2,19,15,9,38,2,0.244,0.205,743.54,5913
Pedro Leon,9,24,5,1,0,1,3,2,2,9,1,0.198,0.339,999,sa3014838
Israel Pineda,11,36,8,2,0,1,4,4,2,11,0,0.223,0.269,999,22906
Jack Mayfield,14,38,8,2,0,1,4,4,2,9,1,0.211,0.23,999,15402
Mark Vientos,16,46,10,2,0,2,5,6,4,15,0,0.225,0.306,737.8,22184
Luis Barrera,7,17,4,1,0,0,2,1,1,4,0,0.227,0.229,999,19615
Parker Meadows,22,77,17,3,1,2,8,7,6,20,1,0.218,0.237,999,sa3007943
Alfonso Rivas,12,34,8,1,0,0,4,3,3,10,0,0.234,0.269,750.3,21560
Jerar Encarnacion,7,25,6,1,0,1,3,3,2,9,0,0.226,0.338,749.76,21871
Bligh Madris,8,29,6,1,0,1,3,3,2,8,0,0.222,0.247,999,20054
Wynton Bernard,9,27,6,1,0,0,3,2,1,6,1,0.228,0.215,749.85,13408
Matt Wallner,12,40,8,2,0,1,5,4,4,16,0,0.21,0.359,745.53,26466
Ryan Aguilar,5,19,4,1,0,0,2,2,2,7,0,0.192,0.345,999,19967
Matt Adams,3,11,2,0,0,0,1,1,1,3,0,0.204,0.29,999,9393
Monte Harrison,13,22,4,1,0,1,3,2,2,10,1,0.196,0.399,999,17216
Willie Calhoun,15,51,11,2,0,1,5,5,4,9,0,0.221,0.153,745.37,17838
Terrance Gore,18,21,4,1,0,0,3,1,2,7,2,0.195,0.308,999,13658
Robinson CanÃ³,15,51,12,3,0,1,5,6,3,12,0,0.231,0.211,749.63,3269
Kyle McCann,5,14,3,1,0,0,1,1,1,6,0,0.176,0.392,999,sa1159677
Ildemaro Vargas,58,199,46,9,1,2,18,17,10,30,2,0.231,0.141,749.03,13324
Franchy Cordero,17,56,12,3,0,2,7,6,5,21,1,0.223,0.337,713.67,14567
Kevin Cron,4,14,3,1,0,0,1,2,1,5,0,0.188,0.352,740.25,16211
Mark Contreras,13,27,5,1,0,1,3,3,2,10,1,0.193,0.341,999,20122
Dermis Garcia,11,37,7,2,0,1,4,5,3,15,0,0.195,0.375,749.99,20926
Luke Raley,31,101,22,4,1,3,12,12,7,35,1,0.215,0.313,734.67,19354
Jake Lamb,13,35,7,1,0,1,4,4,4,12,0,0.204,0.306,999,13329
Mike Ford,13,33,6,1,0,1,3,4,3,9,0,0.194,0.24,999,15585
Colin Moran,31,87,19,3,0,2,9,10,8,25,0,0.218,0.266,750.95,16909
Yoshi Tsutsugo,26,94,20,4,0,3,11,11,11,28,0,0.216,0.265,749.3,27459
Matt Beaty,12,32,8,2,0,0,3,3,2,7,0,0.234,0.196,999,17710
Alec Burleson,26,92,22,4,0,2,10,11,5,19,0,0.245,0.192,652.63,27615
Robinson Chirinos,40,122,25,5,0,4,14,14,12,43,0,0.203,0.308,749.57,3142
Magneuris Sierra,18,39,9,2,0,0,5,3,2,9,2,0.23,0.221,999,17023
Tyler Soderstrom,12,41,9,2,0,1,4,5,3,13,0,0.22,0.298,999,sa3014489
Kole Calhoun,31,106,22,4,0,3,12,13,9,33,1,0.211,0.282,741.26,11200
Ryan O'Hearn,20,63,14,3,0,2,7,8,5,18,0,0.224,0.256,748.38,16442
Sam Hilliard,37,118,24,5,1,4,15,13,11,44,3,0.199,0.335,702.13,17954
Kody Clemens,26,83,17,4,0,3,9,10,6,25,1,0.209,0.28,750.11,20572
Lewin DÃ­az,15,51,11,2,0,2,5,7,3,14,0,0.213,0.252,749.29,18365
Yuli Gurriel,72,270,68,16,1,4,28,29,14,37,3,0.252,0.129,592.34,19198
Tommy La Stella,45,156,36,7,0,2,15,16,13,26,0,0.23,0.15,749.04,12371
Edwin RÃ­os,45,154,33,7,0,6,17,21,12,58,0,0.217,0.342,656.95,18316
Ryan Noda,60,205,42,9,1,6,23,23,24,78,3,0.203,0.331,999,sa873960
J.J. Matijevic,20,64,14,3,0,2,7,7,5,22,1,0.212,0.319,999,20165
Justin Upton,33,112,23,4,0,4,13,14,11,41,1,0.204,0.322,999,5222
Darick Hall,100,355,78,19,1,14,42,49,27,109,2,0.219,0.278,517.03,19717
Stone Garrett,50,178,39,9,1,6,20,20,9,58,4,0.221,0.305,600.71,19273
Michael Toglia,37,133,31,7,1,4,17,16,12,45,1,0.23,0.304,622.26,25845
Dominic Smith,115,401,96,23,1,9,43,45,30,95,2,0.239,0.216,471.37,15653
Kyle Stowers,97,330,74,16,1,9,37,39,28,114,2,0.223,0.313,463.13,26151
Eddie Rosario,104,376,88,17,1,9,43,42,23,82,7,0.234,0.203,448.74,12155
Miguel Cabrera,78,294,70,11,0,5,28,31,19,71,0,0.238,0.222,743.25,1744
Clint Frazier,60,185,37,8,1,4,21,19,19,66,2,0.201,0.319,750.95,15983
Clint Frazier,60,185,37,8,1,4,21,19,19,66,2,0.201,0.319,750.95,15983
